[INFO] [1788235458.912838211] [plain_slam_web_bridge]: display-only bridge: /go2w/slam/map_3d + /go2w/slam/aligned_scan -> /home/mxt/robotscene/outputs/autonomous_search/runtime/slam_map_3d.json (target_frame=pslam_odom, odom_topic=/go2w/slam/odom_base)
[INFO] [1788236878.101799669] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788236877.940 target=pslam_odom points=0 pose=(42.271,69.718,1.456) dyaw=-0.0003 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788236884.599918347] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788236884.440 target=pslam_odom points=0 pose=(348.361,383.992,1.852) dyaw=0.0011 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788236891.208804160] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788236891.039 target=pslam_odom points=0 pose=(980.576,967.368,1.795) dyaw=0.0001 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788236897.916776667] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788236897.738 target=pslam_odom points=0 pose=(2021.545,1876.461,2.214) dyaw=0.0002 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788236904.795984163] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788236904.638 target=pslam_odom points=0 pose=(3402.950,3282.692,2.610) dyaw=0.0002 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788236911.413654775] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788236911.237 target=pslam_odom points=0 pose=(4847.990,5150.281,2.675) dyaw=-0.0047 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788236918.012851046] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788236917.836 target=pslam_odom points=0 pose=(6311.248,7549.034,2.903) dyaw=0.0002 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788236924.613521172] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788236924.437 target=pslam_odom points=0 pose=(7645.258,10449.641,2.978) dyaw=0.0001 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788236931.254237511] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788236931.036 target=pslam_odom points=0 pose=(8903.613,13707.509,3.076) dyaw=-0.0000 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788236937.762549810] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788236937.535 target=pslam_odom points=0 pose=(10205.589,17115.432,-2.954) dyaw=0.0002 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788236944.797324489] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788236944.635 target=pslam_odom points=0 pose=(11691.728,21315.650,3.037) dyaw=-0.0002 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788236951.559901484] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788236951.335 target=pslam_odom points=0 pose=(13324.217,25813.063,-2.775) dyaw=0.0002 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788236958.396213855] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788236958.134 target=pslam_odom points=0 pose=(15386.227,30818.706,-2.996) dyaw=-0.0001 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788236965.781192448] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788236965.534 target=pslam_odom points=0 pose=(18231.771,36661.438,-2.768) dyaw=0.0000 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788236973.454055807] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788236973.233 target=pslam_odom points=0 pose=(22271.857,43125.863,-2.247) dyaw=0.0004 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788236981.259791225] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788236981.033 target=pslam_odom points=0 pose=(27334.306,50261.927,-1.577) dyaw=0.0003 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788236987.984406195] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788236987.732 target=pslam_odom points=0 pose=(32175.704,57031.863,-1.333) dyaw=0.0001 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788236995.025438718] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788236994.832 target=pslam_odom points=0 pose=(37330.776,64816.258,-1.340) dyaw=-0.0000 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237002.432730657] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237002.131 target=pslam_odom points=0 pose=(42730.027,74038.487,-1.760) dyaw=-0.0002 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237009.312398756] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237009.131 target=pslam_odom points=0 pose=(48018.335,83489.461,-2.094) dyaw=-0.0002 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237016.346681119] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237016.131 target=pslam_odom points=0 pose=(54169.071,93688.998,-2.836) dyaw=-0.3248 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237023.405558292] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237023.231 target=pslam_odom points=0 pose=(61501.269,104571.188,2.775) dyaw=0.0006 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237031.463482932] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237031.230 target=pslam_odom points=0 pose=(71350.508,117709.192,2.461) dyaw=-0.0001 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237038.626411660] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237038.429 target=pslam_odom points=0 pose=(81816.871,130023.080,2.345) dyaw=0.0002 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237045.889206025] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237045.729 target=pslam_odom points=0 pose=(93887.523,142535.507,2.309) dyaw=-0.0001 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237053.010696417] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237052.829 target=pslam_odom points=0 pose=(107615.913,154185.593,2.412) dyaw=0.0003 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237060.085497108] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237059.929 target=pslam_odom points=0 pose=(124167.058,166382.833,-2.321) dyaw=0.0019 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237067.298769015] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237067.128 target=pslam_odom points=0 pose=(141497.300,179528.476,-0.816) dyaw=-0.0000 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237074.341185784] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237074.127 target=pslam_odom points=0 pose=(154469.547,123452.774,-0.774) dyaw=0.0000 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237081.806574881] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237081.628 target=pslam_odom points=0 pose=(146648.773,-103198.579,-1.337) dyaw=0.0000 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237089.647835623] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237089.427 target=pslam_odom points=0 pose=(82312.035,-496508.483,-2.114) dyaw=-0.0009 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237097.668350896] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237097.427 target=pslam_odom points=0 pose=(-67418.454,-1046037.320,2.893) dyaw=-0.0000 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237105.797916546] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237105.626 target=pslam_odom points=0 pose=(-355439.782,-1738891.407,2.390) dyaw=-0.0002 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237113.173033526] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237112.926 target=pslam_odom points=0 pose=(-770897.716,-2436685.485,2.129) dyaw=-0.0000 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237121.104873811] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237120.925 target=pslam_odom points=0 pose=(-1408365.688,-3220662.471,1.769) dyaw=-0.0003 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237129.029654510] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237128.825 target=pslam_odom points=0 pose=(-2224249.311,-3997396.360,0.708) dyaw=-0.0010 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237137.194093877] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237137.025 target=pslam_odom points=0 pose=(-3252107.163,-4832430.939,-0.541) dyaw=-0.0002 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237144.711515223] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237144.524 target=pslam_odom points=0 pose=(-4264103.184,-5630104.308,-0.902) dyaw=0.0002 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237152.456028547] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237152.224 target=pslam_odom points=0 pose=(-5341261.129,-6540865.256,-1.182) dyaw=-0.0003 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237160.609908807] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237160.423 target=pslam_odom points=0 pose=(-6579780.508,-7714575.816,-1.736) dyaw=0.0003 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237168.826089573] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237168.623 target=pslam_odom points=0 pose=(-7871075.386,-9048517.964,-3.124) dyaw=-0.0006 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237176.790854298] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237176.623 target=pslam_odom points=0 pose=(-9297651.818,-10540013.128,2.463) dyaw=-0.0005 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237185.300415087] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237185.122 target=pslam_odom points=0 pose=(-10994373.839,-12206440.234,2.135) dyaw=0.0000 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237193.894810532] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237193.722 target=pslam_odom points=0 pose=(-12937424.946,-13915463.216,1.735) dyaw=0.0001 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237202.198552785] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237202.021 target=pslam_odom points=0 pose=(-15016913.076,-15553968.089,0.471) dyaw=0.0017 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237209.130992733] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237208.922 target=pslam_odom points=0 pose=(-16835458.156,-16897281.947,-0.518) dyaw=-0.0003 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237217.409018778] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237217.221 target=pslam_odom points=0 pose=(-19146598.181,-18586681.803,-0.921) dyaw=-0.0002 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237225.401340600] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237225.221 target=pslam_odom points=0 pose=(-21441802.119,-20337851.756,-1.219) dyaw=-0.0002 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237233.908046963] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237233.721 target=pslam_odom points=0 pose=(-23944259.993,-22386547.829,-1.851) dyaw=-0.0005 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237241.895975562] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237241.720 target=pslam_odom points=0 pose=(-26433311.874,-24541869.984,3.025) dyaw=0.0004 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237250.210950926] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237250.020 target=pslam_odom points=0 pose=(-29069441.816,-26852642.146,2.413) dyaw=-0.0002 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237257.456614996] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237257.220 target=pslam_odom points=0 pose=(-31570439.838,-28979138.233,2.139) dyaw=-0.0001 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237265.109090023] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237264.919 target=pslam_odom points=0 pose=(-34444119.931,-31286472.227,1.795) dyaw=-0.0002 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237272.463337875] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237272.219 target=pslam_odom points=0 pose=(-37244272.044,-33397976.132,0.968) dyaw=-0.0009 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237280.101900701] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237279.919 target=pslam_odom points=0 pose=(-40454836.146,-35707767.973,-0.414) dyaw=-0.0001 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237287.838535297] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237287.619 target=pslam_odom points=0 pose=(-43618260.183,-37948511.831,-0.849) dyaw=-0.0002 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237295.148674763] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237294.919 target=pslam_odom points=0 pose=(-46773700.146,-40228335.758,-1.118) dyaw=-0.0000 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237303.893963310] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237303.718 target=pslam_odom points=0 pose=(-50692884.026,-43195919.798,-1.616) dyaw=0.0001 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237311.786345473] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237311.618 target=pslam_odom points=0 pose=(-54215899.905,-45993475.933,-2.875) dyaw=0.0011 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237319.694708983] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237319.518 target=pslam_odom points=0 pose=(-57866331.826,-48953292.097,2.546) dyaw=-0.0001 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237328.468091546] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237328.217 target=pslam_odom points=0 pose=(-62016775.829,-52277040.223,2.184) dyaw=-0.0002 stationary=False accumulated=19544 dropped=motion_active
[INFO] [1788237336.495515971] [plain_slam_web_bridge]: scan_diag frame=pslam_odom stamp=1788237336.317 target=pslam_odom points=0 pose=(-66232935.918,-55517224.234,1.848) dyaw=0.0000 stationary=False accumulated=19544 dropped=motion_active
